timestamp,open,high,low,close
2022-10-19,111.67,112.817,111.618,112.664
2022-10-20,112.699,112.854,111.887,112.583
2022-10-21,112.665,113.664,111.436,111.659
2022-10-24,111.619,112.28,111.484,111.739
2022-10-25,111.603,111.904,110.444,110.56
2022-10-26,110.622,110.826,109.272,109.314
2022-10-27,109.231,110.284,109.174,110.223
2022-10-28,110.199,110.729,109.941,110.335
2022-10-31,110.446,111.318,110.37,111.245
2022-11-01,111.22,111.432,110.353,111.225
2022-11-02,111.137,111.796,110.034,111.779
2022-11-03,111.812,112.8,111.484,112.611
2022-11-04,112.616,112.633,110.364,110.442
2022-11-07,110.765,110.922,109.675,109.787
2022-11-08,109.739,110.251,108.977,109.24
2022-11-09,109.35,110.278,109.085,110.059
2022-11-10,109.944,110.618,107.313,107.481
2022-11-11,107.809,108.048,105.861,105.991
2022-11-14,106.237,106.859,106.049,106.479
2022-11-15,106.574,106.693,104.882,106.123
2022-11-16,106.221,106.385,105.432,105.844
2022-11-17,105.935,106.857,105.696,106.272
2022-11-18,106.21,106.633,105.936,106.606
2022-11-21,106.649,107.598,106.622,107.408
2022-11-22,107.272,107.363,106.713,106.763
2022-11-23,106.696,106.835,105.617,105.742
2022-11-24,105.567,105.689,105.234,105.461
2022-11-25,105.549,106.058,105.307,105.654
2022-11-28,105.854,106.392,104.94,106.31
2022-11-29,106.279,106.532,105.697,106.455
2022-11-30,106.356,106.842,105.409,105.617
2022-12-01,105.265,105.571,104.215,104.325
2022-12-02,104.507,105.245,104.026,104.134
2022-12-05,104.153,105.031,103.744,104.873
2022-12-06,104.779,105.258,104.524,105.194
2022-12-07,105.253,105.469,104.504,104.85
2022-12-08,104.913,105.095,104.369,104.469
2022-12-09,104.435,104.909,104.136,104.592
2022-12-12,104.795,104.89,104.31,104.624
2022-12-13,104.583,104.723,103.138,103.579
2022-12-14,103.589,103.842,103.048,103.206
2022-12-15,103.246,104.481,103.068,104.195
2022-12-16,104.052,104.424,103.802,104.408
2022-12-19,104.24,104.532,103.731,104.266
2022-12-20,104.355,104.385,103.363,103.561
2022-12-21,103.581,104.02,103.471,103.869
2022-12-22,103.736,104.246,103.388,104.016
2022-12-23,104.124,104.187,103.765,103.966
2022-12-27,103.744,104.043,103.522,103.827
2022-12-28,103.947,104.199,103.494,104.164
2022-12-29,104.007,104.142,103.46,103.642
2022-12-30,103.567,103.783,103.059,103.18
2023-01-03,103.409,104.546,103.134,104.343
2023-01-04,104.251,104.284,103.489,103.927
2023-01-05,103.708,104.952,103.676,104.796
2023-01-06,104.734,105.349,103.519,103.566
2023-01-09,103.394,103.47,102.561,102.816
2023-01-10,102.858,103.128,102.649,102.906
2023-01-11,102.859,103.107,102.726,102.846
2023-01-12,102.788,102.941,101.681,101.87
2023-01-13,101.874,102.259,101.585,101.772
2023-01-16,101.692,102.154,101.361,101.942
2023-01-17,101.9,102.172,101.528,101.976
2023-01-18,102.122,102.496,101.109,101.986
2023-01-19,102.039,102.101,101.6,101.666
2023-01-20,101.683,102.163,101.544,101.595
2023-01-23,101.353,101.867,101.172,101.61
2023-01-24,101.571,102.018,101.315,101.484
2023-01-25,101.54,102.007,101.153,101.229
2023-01-26,101.206,101.801,101.11,101.41
2023-01-27,101.325,101.804,101.303,101.537
2023-01-30,101.507,101.921,101.266,101.833
2023-01-31,101.793,102.237,101.629,101.713
2023-02-01,101.696,101.816,100.632,100.754
2023-02-02,100.525,101.542,100.477,101.358
2023-02-03,101.46,102.611,101.16,102.6
2023-02-06,102.786,103.412,102.647,103.254
2023-02-07,103.162,103.605,102.636,102.977
2023-02-08,102.912,103.145,102.632,103.091
2023-02-09,103.105,103.21,102.284,102.855
2023-02-10,102.883,103.336,102.552,103.22
2023-02-13,103.306,103.492,102.881,102.907
2023-02-14,102.821,103.185,102.147,102.895
2023-02-15,102.868,103.76,102.809,103.504
2023-02-16,103.517,103.898,103.198,103.686
2023-02-17,103.812,104.331,103.504,103.55
2023-02-20,103.697,103.744,103.414,103.506
2023-02-21,103.575,103.917,103.414,103.829
2023-02-22,103.719,104.237,103.661,104.168
2023-02-23,104.109,104.429,103.945,104.248
2023-02-24,104.112,104.942,104.06,104.88
2023-02-27,104.769,104.968,104.165,104.288
2023-02-28,104.28,104.616,104.036,104.605
2023-03-01,104.668,104.675,103.724,104.024
2023-03-02,104.102,104.808,104.096,104.599
2023-03-03,104.48,104.637,104.111,104.151
2023-03-06,104.22,104.314,103.785,103.888
2023-03-07,103.935,105.246,103.73,105.218
2023-03-08,105.218,105.484,104.949,105.266
2023-03-09,105.231,105.333,104.729,104.837
