type,is_pyramid,units,entry_date,exit_date,entry_price,exit_price,pnl_points,mae_points,atr_at_exit,holding_hours,exit_reason,trade_id
Short,False,1.0,2023-05-18 06:00:00,2023-05-20 02:00:00,1981.05,1982.94,-2.92,-4.9,10.25,48,Stop Loss Exit,97
Short,False,1.0,2023-05-22 06:00:00,2023-05-24 02:00:00,1977.53,1974.91,1.55,-5.08,10.97,48,Stop Loss Exit,98
Short,False,1.0,2023-05-24 06:00:00,2023-05-24 14:00:00,1975.1,1979.43,-4.55,-5.46,8.81,0,Signal Exit,99
Short,False,1.0,2023-05-24 18:00:00,2023-05-31 02:00:00,1976.03,1958.62,15.72,-9.25,8.48,168,Stop Loss Exit,100
Short,False,1.0,2023-05-31 10:00:00,2023-05-31 14:00:00,1954.79,1964.39,-9.82,-10.52,8.1,0,Signal Exit,101
Short,False,1.0,2023-05-31 18:00:00,2023-05-31 22:00:00,1958.64,1969.82,-11.4,-15.03,9.4,0,Signal Exit,102
Short,False,1.0,2023-06-01 02:00:00,2023-06-01 10:00:00,1966.18,1965.62,0.34,-1.39,9.9,0,Signal Exit,103
Short,False,1.0,2023-06-01 14:00:00,2023-06-01 22:00:00,1962.84,1973.56,-10.94,-11.57,10.59,0,Signal Exit,104
Short,False,1.0,2023-06-02 06:00:00,2023-06-02 14:00:00,1977.19,1980.66,-3.69,-6.2,9.22,0,Signal Exit,105
Short,False,1.0,2023-06-02 18:00:00,2023-06-06 02:00:00,1980.45,1960.29,18.87,-0.39,9.41,96,Stop Loss Exit,106
Short,False,1.0,2023-06-06 10:00:00,2023-06-06 18:00:00,1960.39,1962.35,-2.18,-4.14,8.3,0,Signal Exit,107
Short,False,1.0,2023-06-06 22:00:00,2023-06-07 02:00:00,1957.16,1964.46,-7.67,-9.16,8.96,24,Signal Exit,108
Short,False,1.0,2023-06-07 06:00:00,2023-06-07 10:00:00,1963.38,1964.87,-1.71,-3.37,6.95,0,Signal Exit,109
Short,False,1.0,2023-06-07 14:00:00,2023-06-07 18:00:00,1963.09,1964.42,-1.55,-1.43,7.23,0,Signal Exit,110
Short,False,1.0,2023-06-08 02:00:00,2023-06-08 22:00:00,1944.49,1966.58,-22.31,-23.98,9.64,0,Signal Exit,111
Short,True,1.7,2023-06-08 06:00:00,2023-06-08 22:00:00,1940.31,1966.58,-45.03,-47.87,9.64,0,Signal Exit,112
Short,False,1.0,2023-06-09 02:00:00,2023-06-09 06:00:00,1963.82,1965.73,-2.13,-2.22,9.16,0,Signal Exit,113
Short,False,1.0,2023-06-09 10:00:00,2023-06-09 14:00:00,1964.34,1964.69,-0.57,-1.01,8.72,0,Signal Exit,114
Short,False,1.0,2023-06-09 18:00:00,2023-06-12 14:00:00,1961.86,1959.1,2.09,-11.17,7.41,72,Signal Exit,115
Short,False,1.0,2023-06-12 22:00:00,2023-06-13 18:00:00,1952.09,1963.18,-11.46,-13.24,7.42,24,Signal Exit,116
Short,True,1.7999999999999998,2023-06-14 06:00:00,2023-06-14 22:00:00,1943.08,1956.04,-23.72,-30.96,8.99,0,Signal Exit,117
Short,False,1.0,2023-06-13 22:00:00,2023-06-14 22:00:00,1954.1,1956.04,-2.31,-6.18,8.99,24,Signal Exit,118
Short,False,1.0,2023-06-15 02:00:00,2023-06-16 02:00:00,1953.14,1958.75,-5.98,-7.1,11.35,24,Signal Exit,119
Short,False,1.0,2023-06-16 06:00:00,2023-06-16 10:00:00,1957.38,1959.32,-2.16,-4.64,9.48,0,Signal Exit,120
Short,False,1.0,2023-06-16 14:00:00,2023-06-16 18:00:00,1958.17,1964.3,-6.35,-6.51,9.63,0,Signal Exit,121
Short,False,1.0,2023-06-16 22:00:00,2023-06-20 18:00:00,1962.99,1952.64,9.53,-3.03,6.34,96,Signal Exit,122
Short,True,2.0999999999999996,2023-06-23 06:00:00,2023-06-23 22:00:00,1913.77,1932.18,-40.05,-49.67,8.8,0,Stop Loss Exit,123
Short,False,1.0,2023-06-20 22:00:00,2023-06-23 22:00:00,1931.76,1932.18,-1.53,-7.69,8.8,72,Stop Loss Exit,124
Short,True,1.7999999999999998,2023-06-26 06:00:00,2023-06-27 10:00:00,1924.71,1929.18,-8.71,-15.46,8.14,24,Signal Exit,125
Short,False,1.0,2023-06-24 02:00:00,2023-06-27 10:00:00,1920.78,1929.18,-9.07,-12.52,8.14,72,Signal Exit,126
Short,True,2.0,2023-06-28 06:00:00,2023-07-01 02:00:00,1914.05,1918.62,-11.27,-17.42,7.95,72,Stop Loss Exit,127
Short,False,1.0,2023-06-27 14:00:00,2023-07-01 02:00:00,1924.93,1918.62,5.09,-5.7,7.95,96,Stop Loss Exit,128
Short,False,1.0,2023-07-03 10:00:00,2023-07-03 22:00:00,1917.24,1925.93,-8.91,-9.75,7.89,0,Signal Exit,129
Short,False,1.0,2023-07-04 02:00:00,2023-07-04 06:00:00,1920.59,1921.23,-0.86,-1.2,6.95,0,Signal Exit,130
Short,False,1.0,2023-07-04 22:00:00,2023-07-05 06:00:00,1928.24,1925.31,2.56,-1.26,5.96,24,Signal Exit,131
Short,False,1.0,2023-07-05 10:00:00,2023-07-05 14:00:00,1924.12,1925.56,-1.66,-2.28,5.46,0,Signal Exit,132
Short,False,1.0,2023-07-05 22:00:00,2023-07-06 10:00:00,1924.97,1919.53,5.07,-1.17,5.16,24,Signal Exit,133
Short,False,1.0,2023-07-06 18:00:00,2023-07-07 22:00:00,1917.28,1923.29,-6.38,-10.98,7.97,24,Signal Exit,134
Short,False,1.0,2023-07-10 06:00:00,2023-07-10 18:00:00,1924.53,1923.27,1.04,-3.6,7.68,0,Signal Exit,135
Short,False,1.0,2023-07-10 22:00:00,2023-07-11 02:00:00,1923.03,1925.65,-2.99,-3.78,8.38,24,Signal Exit,136
Short,False,1.0,2023-07-11 06:00:00,2023-07-11 10:00:00,1925.23,1925.5,-0.49,-2.6,6.27,0,Signal Exit,137
Short,False,1.0,2023-07-11 22:00:00,2023-07-12 06:00:00,1933.44,1932.27,0.8,-1.93,6.51,24,Signal Exit,138
Short,False,1.0,2023-07-12 18:00:00,2023-07-12 22:00:00,1935.41,1955.99,-21.18,-21.91,7.53,0,Stop Loss Exit,139
Short,False,1.0,2023-07-13 14:00:00,2023-07-13 18:00:00,1955.41,1959.99,-4.8,-7.93,7.28,0,Signal Exit,140
Short,False,1.0,2023-07-13 22:00:00,2023-07-14 02:00:00,1958.47,1960.0,-1.9,-3.4,7.53,24,Signal Exit,141
Long,False,1.0,2023-07-14 06:00:00,2023-07-14 14:00:00,1960.28,1958.86,-1.64,-2.38,7.21,0,Signal Exit,142
Long,False,1.0,2023-07-14 22:00:00,2023-07-17 06:00:00,1960.03,1954.68,-7.07,-9.13,6.49,72,Signal Exit,143
Long,False,1.0,2023-07-17 14:00:00,2023-07-17 22:00:00,1953.99,1950.53,-3.68,-8.25,7.44,0,Signal Exit,144
Long,False,1.0,2023-07-18 02:00:00,2023-07-18 06:00:00,1955.21,1954.52,-0.91,-0.8,6.67,0,Signal Exit,145
Long,False,1.0,2023-07-18 10:00:00,2023-07-19 10:00:00,1957.1,1976.58,18.76,-1.3,6.89,24,Signal Exit,146
Long,False,1.0,2023-07-19 14:00:00,2023-07-19 18:00:00,1978.37,1977.18,-1.41,-5.4,6.96,0,Signal Exit,147
Long,False,1.0,2023-07-20 02:00:00,2023-07-20 06:00:00,1977.26,1975.8,-1.68,-0.82,6.32,0,Signal Exit,148
Long,False,1.0,2023-07-20 10:00:00,2023-07-20 14:00:00,1984.97,1980.75,-4.44,-4.86,6.95,0,Signal Exit,149
Long,False,1.0,2023-07-20 18:00:00,2023-07-20 22:00:00,1980.88,1975.99,-5.11,-8.51,7.37,0,Signal Exit,150
Long,False,1.0,2023-07-21 10:00:00,2023-07-21 14:00:00,1972.24,1969.29,-3.17,-4.2,6.61,0,Signal Exit,151
Long,False,1.0,2023-07-26 18:00:00,2023-07-26 22:00:00,1971.4,1966.57,-5.05,-7.49,7.05,0,Signal Exit,152
Long,False,1.0,2023-07-27 02:00:00,2023-07-27 14:00:00,1969.28,1975.66,6.16,-4.18,7.79,0,Signal Exit,153
Short,True,1.7,2023-07-28 10:00:00,2023-07-29 02:00:00,1950.95,1959.62,-16.24,-21.32,10.3,24,Stop Loss Exit,154
Short,False,1.0,2023-07-28 06:00:00,2023-07-29 02:00:00,1946.42,1959.62,-14.08,-17.07,10.3,24,Stop Loss Exit,155
Long,False,1.0,2023-07-31 22:00:00,2023-08-01 02:00:00,1971.6,1970.95,-1.37,-6.06,9.28,24,Signal Exit,156
Short,True,2.5,2023-08-02 10:00:00,2023-08-22 14:00:00,1947.45,1895.41,122.05,-18.25,5.76,480,Signal Exit,157
Short,False,1.0,2023-08-02 06:00:00,2023-08-22 14:00:00,1949.51,1895.41,50.88,-5.24,5.76,480,Signal Exit,158
Short,False,1.0,2023-08-22 22:00:00,2023-08-23 02:00:00,1890.29,1897.72,-7.8,-8.84,7.23,24,Signal Exit,159
Short,False,1.0,2023-08-23 06:00:00,2023-08-23 10:00:00,1897.4,1901.62,-4.44,-4.45,6.49,0,Signal Exit,160
Short,False,1.0,2023-08-23 18:00:00,2023-08-23 22:00:00,1902.57,1918.05,-16.05,-16.31,7.02,0,Stop Loss Exit,161
Short,False,1.0,2023-08-24 06:00:00,2023-08-24 10:00:00,1915.44,1918.74,-3.52,-3.84,6.16,0,Signal Exit,162
Short,False,1.0,2023-08-24 18:00:00,2023-08-25 02:00:00,1919.59,1917.21,2.01,-3.72,6.62,24,Signal Exit,163
Short,False,1.0,2023-08-25 06:00:00,2023-08-25 10:00:00,1917.21,1916.9,0.09,-0.31,5.21,0,Signal Exit,164
Short,False,1.0,2023-08-25 14:00:00,2023-08-25 18:00:00,1914.48,1916.1,-1.84,-3.48,5.45,0,Signal Exit,165
Short,False,1.0,2023-08-25 22:00:00,2023-08-28 06:00:00,1915.37,1915.5,-0.8,-6.97,5.68,72,Signal Exit,166
Short,False,1.0,2023-08-28 18:00:00,2023-08-28 22:00:00,1914.04,1918.11,-4.29,-4.78,5.63,0,Signal Exit,167
Short,False,1.0,2023-08-29 06:00:00,2023-08-29 10:00:00,1920.16,1922.03,-2.09,-2.83,5.16,0,Signal Exit,168
Short,False,1.0,2023-08-29 18:00:00,2023-08-30 02:00:00,1924.33,1937.14,-13.51,-13.81,6.69,24,Stop Loss Exit,169
Long,False,1.0,2023-08-30 06:00:00,2023-08-30 10:00:00,1937.24,1936.17,-1.29,-1.89,5.25,0,Signal Exit,170
Long,False,1.0,2023-08-30 18:00:00,2023-08-31 02:00:00,1938.06,1943.67,4.89,-1.41,5.99,24,Signal Exit,171
Long,False,1.0,2023-08-31 10:00:00,2023-08-31 14:00:00,1947.22,1945.37,-2.07,-2.8,5.62,0,Signal Exit,172
Long,False,1.0,2023-09-01 10:00:00,2023-09-01 14:00:00,1942.56,1939.74,-3.04,-4.35,4.84,0,Signal Exit,173
Long,False,1.0,2023-09-01 18:00:00,2023-09-01 22:00:00,1944.24,1943.44,-1.02,-4.12,5.85,0,Signal Exit,174
Long,False,1.0,2023-09-04 10:00:00,2023-09-04 18:00:00,1943.05,1940.97,-2.3,-2.24,5.48,0,Signal Exit,175
Long,False,1.0,2023-09-05 02:00:00,2023-09-05 06:00:00,1938.52,1938.64,-0.1,-0.28,4.95,0,Signal Exit,176
Short,True,2.5,2023-09-07 06:00:00,2023-09-11 14:00:00,1917.66,1927.59,-26.87,-30.1,5.28,96,Signal Exit,177
Short,False,1.0,2023-09-06 06:00:00,2023-09-11 14:00:00,1926.16,1927.59,-2.4,-3.54,5.28,120,Signal Exit,178
Short,False,1.0,2023-09-11 18:00:00,2023-09-11 22:00:00,1925.33,1925.84,-0.73,-4.76,5.61,0,Signal Exit,179
Short,True,2.5,2023-09-13 06:00:00,2023-09-15 14:00:00,1913.15,1916.19,-9.56,-9.12,5.3,48,Stop Loss Exit,180
Short,False,1.0,2023-09-12 02:00:00,2023-09-15 14:00:00,1922.66,1916.19,5.54,-1.84,5.3,72,Stop Loss Exit,181
Short,False,1.0,2023-09-18 06:00:00,2023-09-18 10:00:00,1923.57,1925.19,-1.84,-3.04,5.26,0,Signal Exit,182
Short,False,1.0,2023-09-18 18:00:00,2023-09-19 02:00:00,1926.91,1932.12,-5.58,-6.56,6.09,24,Signal Exit,183
Long,False,1.0,2023-09-19 06:00:00,2023-09-19 10:00:00,1933.69,1932.98,-0.93,-1.94,5.07,0,Signal Exit,184
Long,False,1.0,2023-09-19 18:00:00,2023-09-19 22:00:00,1935.17,1934.66,-0.73,-2.39,5.27,0,Signal Exit,185
Short,False,1.0,2023-09-20 10:00:00,2023-09-20 14:00:00,1929.93,1931.13,-1.42,-1.76,4.49,0,Signal Exit,186
Short,False,1.0,2023-09-21 06:00:00,2023-09-21 14:00:00,1930.28,1928.73,1.33,-1.15,5.81,0,Signal Exit,187
Short,False,1.0,2023-09-21 18:00:00,2023-10-07 02:00:00,1924.7,1831.83,89.87,-4.37,7.64,384,Stop Loss Exit,188
Short,True,2.5,2023-09-26 06:00:00,2023-10-07 02:00:00,1916.1,1831.83,205.05,-1.63,7.64,264,Stop Loss Exit,189
Short,False,1.0,2023-10-09 06:00:00,2023-10-09 10:00:00,1849.91,1848.95,0.33,-5.41,8.12,0,Stop Loss Exit,190
Short,False,1.0,2023-10-09 18:00:00,2023-10-10 02:00:00,1851.19,1854.45,-3.63,-4.29,8.51,24,Signal Exit,191
Short,False,1.0,2023-10-10 14:00:00,2023-10-11 02:00:00,1860.74,1858.48,1.89,-2.05,9.2,24,Signal Exit,192
Short,False,1.0,2023-10-11 14:00:00,2023-10-11 18:00:00,1859.46,1870.47,-11.56,-11.6,6.55,0,Stop Loss Exit,193
Short,False,1.0,2023-10-12 02:00:00,2023-10-12 06:00:00,1871.99,1874.75,-2.98,-2.53,6.6,0,Signal Exit,194
Short,False,1.0,2023-10-12 22:00:00,2023-10-13 10:00:00,1873.84,1871.94,1.53,-2.77,5.89,24,Signal Exit,195
Long,False,1.0,2023-10-16 06:00:00,2023-10-16 10:00:00,1923.46,1920.46,-3.22,-3.12,9.38,0,Signal Exit,196
Long,False,1.0,2023-10-16 18:00:00,2023-10-17 10:00:00,1916.12,1915.04,-1.8,-2.83,9.81,24,Signal Exit,197
Long,False,1.0,2023-10-17 14:00:00,2023-10-18 02:00:00,1916.54,1919.8,2.54,-0.9,10.56,24,Signal Exit,198
Long,False,1.0,2023-10-18 06:00:00,2023-10-18 14:00:00,1923.93,1937.04,12.89,-0.66,8.63,0,Signal Exit,199
Long,False,1.0,2023-10-18 18:00:00,2023-10-19 02:00:00,1944.28,1954.07,9.07,-6.09,10.51,24,Signal Exit,200
Long,False,1.0,2023-10-19 10:00:00,2023-10-19 14:00:00,1948.17,1946.84,-1.55,-2.98,10.5,0,Signal Exit,201
Long,False,1.0,2023-10-19 18:00:00,2023-10-20 14:00:00,1950.68,1977.56,26.16,-1.69,11.38,24,Signal Exit,202
Long,False,1.0,2023-10-20 18:00:00,2023-10-21 02:00:00,1982.55,1982.51,-0.76,-9.34,12.3,24,Signal Exit,203
Long,False,1.0,2023-10-23 14:00:00,2023-10-23 22:00:00,1975.8,1974.76,-1.26,-5.73,11.8,0,Signal Exit,204
Long,False,1.0,2023-10-24 02:00:00,2023-10-24 06:00:00,1976.15,1973.44,-2.93,-5.03,11.59,0,Signal Exit,205
Long,False,1.0,2023-10-24 10:00:00,2023-10-24 14:00:00,1976.57,1976.41,-0.38,-2.15,10.43,0,Signal Exit,206
Long,False,1.0,2023-10-25 02:00:00,2023-10-25 06:00:00,1975.88,1970.92,-5.18,-5.11,10.98,0,Signal Exit,207
Long,False,1.0,2023-10-25 10:00:00,2023-10-25 14:00:00,1975.95,1972.8,-3.37,-5.24,9.81,0,Signal Exit,208
Long,False,1.0,2023-10-25 22:00:00,2023-10-26 02:00:00,1985.06,1983.1,-2.68,-22.2,10.81,24,Signal Exit,209
Long,False,1.0,2023-10-26 10:00:00,2023-10-26 22:00:00,1984.97,1978.62,-6.57,-10.39,11.28,0,Signal Exit,210
Long,False,1.0,2023-10-27 02:00:00,2023-10-27 06:00:00,1986.94,1984.55,-2.61,-4.62,10.85,0,Signal Exit,211
Long,False,1.0,2023-10-27 10:00:00,2023-10-27 18:00:00,1985.47,1985.83,0.14,-0.24,9.71,0,Signal Exit,212
Long,False,1.0,2023-10-28 02:00:00,2023-10-30 10:00:00,1996.71,2004.4,6.47,-0.85,9.47,48,Signal Exit,213
Long,False,1.0,2023-10-30 22:00:00,2023-10-31 02:00:00,1998.52,1997.92,-1.32,-6.54,9.89,24,Signal Exit,214
Long,False,1.0,2023-10-31 10:00:00,2023-10-31 14:00:00,1996.36,1993.02,-3.56,-5.82,8.18,0,Signal Exit,215
Long,False,1.0,2023-10-31 18:00:00,2023-11-01 02:00:00,1997.54,1984.15,-14.11,-14.21,10.19,24,Signal Exit,216
Long,False,1.0,2023-11-03 22:00:00,2023-11-04 02:00:00,1996.9,1993.14,-4.48,-8.31,8.31,24,Signal Exit,217
Long,False,1.0,2023-11-14 23:00:00,2023-11-15 03:00:00,1967.52,1962.73,-5.51,-5.85,8.49,24,Signal Exit,218
Long,False,1.0,2023-11-15 07:00:00,2023-11-15 23:00:00,1962.97,1957.44,-5.75,-7.55,8.21,0,Signal Exit,219
Long,True,2.3,2023-11-15 11:00:00,2023-11-15 23:00:00,1964.4,1957.44,-16.51,-20.65,8.21,0,Signal Exit,220
Long,False,1.0,2023-11-16 03:00:00,2023-11-16 07:00:00,1960.46,1960.14,-0.54,-1.44,8.07,0,Signal Exit,221
Long,False,1.0,2023-11-16 11:00:00,2023-11-16 19:00:00,1960.74,1965.08,4.12,-0.37,7.45,0,Signal Exit,222
Long,False,1.0,2023-11-16 23:00:00,2023-11-17 07:00:00,1979.69,1980.53,0.12,-0.52,7.49,24,Signal Exit,223
Long,False,1.0,2023-11-17 11:00:00,2023-11-17 15:00:00,1985.3,1983.51,-2.01,-2.64,7.67,0,Signal Exit,224
Long,False,1.0,2023-11-17 19:00:00,2023-11-17 23:00:00,1991.8,1980.38,-11.64,-12.42,8.66,0,Signal Exit,225
Long,False,1.0,2023-11-18 03:00:00,2023-11-20 07:00:00,1981.96,1977.76,-5.42,-2.96,7.46,48,Signal Exit,226
Long,False,1.0,2023-11-20 11:00:00,2023-11-20 15:00:00,1982.74,1980.25,-2.71,-3.87,7.87,0,Signal Exit,227
Long,True,2.0999999999999996,2023-11-21 07:00:00,2023-11-21 19:00:00,1978.12,1988.59,21.53,-0.69,8.09,0,Signal Exit,228
Long,False,1.0,2023-11-21 03:00:00,2023-11-21 19:00:00,1977.43,1988.59,10.94,-1.75,8.09,0,Signal Exit,229
Long,False,1.0,2023-11-21 23:00:00,2023-11-22 03:00:00,2005.35,1998.62,-7.45,-7.54,9.24,24,Signal Exit,230
Long,True,2.5,2023-11-22 19:00:00,2023-11-23 03:00:00,2001.13,1988.4,-33.63,-35.55,9.11,24,Signal Exit,231
Long,False,1.0,2023-11-22 15:00:00,2023-11-23 03:00:00,2000.85,1988.4,-13.17,-13.94,9.11,24,Signal Exit,232
Long,False,1.0,2023-11-23 07:00:00,2023-11-23 19:00:00,1988.83,1993.57,4.52,-0.07,7.81,0,Signal Exit,233
Long,False,1.0,2023-11-23 23:00:00,2023-11-24 03:00:00,1993.83,1992.03,-2.52,-4.02,7.28,24,Signal Exit,234
Long,False,1.0,2023-11-24 07:00:00,2023-11-24 11:00:00,1992.56,1992.28,-0.5,-1.12,5.39,0,Signal Exit,235
Long,True,2.5,2023-11-24 19:00:00,2023-11-27 15:00:00,1995.76,2009.66,30.45,-3.48,5.66,72,Signal Exit,236
Long,False,1.0,2023-11-24 15:00:00,2023-11-27 15:00:00,1993.6,2009.66,14.34,-1.52,5.66,72,Signal Exit,237
Long,False,1.0,2023-11-27 19:00:00,2023-11-27 23:00:00,2014.43,2011.37,-3.28,-4.66,5.9,0,Signal Exit,238
Long,False,1.0,2023-11-28 03:00:00,2023-11-28 19:00:00,2012.42,2014.59,1.95,-0.48,6.24,0,Signal Exit,239
Long,True,2.5,2023-11-28 07:00:00,2023-11-28 19:00:00,2013.5,2014.59,2.17,-3.9,6.24,0,Signal Exit,240
Long,False,1.0,2023-11-28 23:00:00,2023-11-29 15:00:00,2026.12,2044.71,17.87,-2.39,8.47,24,Signal Exit,241
Long,True,2.5,2023-11-29 03:00:00,2023-11-29 15:00:00,2039.46,2044.71,12.58,-0.05,8.47,0,Signal Exit,242
Long,False,1.0,2023-11-29 23:00:00,2023-11-30 07:00:00,2044.23,2044.63,-0.32,-5.11,8.29,24,Signal Exit,243
Long,True,2.5,2023-11-30 03:00:00,2023-11-30 07:00:00,2047.86,2044.63,-8.62,-12.67,8.29,0,Signal Exit,244
Long,False,1.0,2023-11-30 11:00:00,2023-11-30 15:00:00,2045.92,2045.87,-0.27,-4.49,8.15,0,Signal Exit,245
Long,False,1.0,2023-12-01 07:00:00,2023-12-01 23:00:00,2036.65,2042.4,5.53,-2.88,7.95,0,Signal Exit,246
Long,False,1.0,2023-12-02 03:00:00,2023-12-04 07:00:00,2071.87,2072.49,-0.6,-6.25,9.51,48,Signal Exit,247
Long,False,1.0,2023-12-04 11:00:00,2023-12-04 15:00:00,2088.12,2076.46,-11.88,-14.32,14.69,0,Signal Exit,248
Long,False,1.0,2023-12-14 07:00:00,2023-12-14 19:00:00,2024.58,2034.02,9.22,-0.67,10.94,0,Signal Exit,249
Long,False,1.0,2023-12-14 23:00:00,2023-12-15 03:00:00,2043.13,2031.15,-12.7,-14.06,12.74,24,Signal Exit,250
Long,False,1.0,2023-12-15 07:00:00,2023-12-15 11:00:00,2036.13,2036.12,-0.23,-4.83,12.03,0,Signal Exit,251
Long,False,1.0,2023-12-15 19:00:00,2023-12-15 23:00:00,2042.56,2033.37,-9.41,-15.61,13.16,0,Signal Exit,252
Long,False,1.0,2023-12-18 11:00:00,2023-12-18 19:00:00,2021.82,2019.27,-2.77,-2.75,10.34,0,Signal Exit,253
Long,False,1.0,2023-12-18 23:00:00,2023-12-19 11:00:00,2024.21,2024.57,-0.36,-3.88,8.43,24,Signal Exit,254
Long,True,1.7,2023-12-19 07:00:00,2023-12-19 11:00:00,2027.55,2024.57,-5.44,-7.45,8.43,0,Signal Exit,255
Long,False,1.0,2023-12-19 15:00:00,2023-12-20 03:00:00,2024.87,2038.97,13.38,-1.93,9.24,24,Signal Exit,256
Long,True,1.9,2023-12-19 19:00:00,2023-12-20 03:00:00,2025.65,2038.97,23.94,-0.49,9.24,24,Signal Exit,257
Long,False,1.0,2023-12-20 07:00:00,2023-12-20 11:00:00,2039.85,2039.92,-0.15,-3.13,7.1,0,Signal Exit,258
Long,False,1.0,2023-12-20 15:00:00,2023-12-20 19:00:00,2041.17,2035.91,-5.48,-5.55,6.95,0,Signal Exit,259
Long,False,1.0,2023-12-20 23:00:00,2023-12-21 03:00:00,2037.97,2036.23,-2.46,-7.49,7.43,24,Signal Exit,260
Long,False,1.0,2023-12-21 11:00:00,2023-12-21 15:00:00,2036.91,2036.95,-0.18,-2.55,7.13,0,Signal Exit,261
Long,False,1.0,2023-12-21 23:00:00,2023-12-22 03:00:00,2041.98,2039.07,-3.63,-5.3,7.85,24,Signal Exit,262
Long,False,1.0,2023-12-22 07:00:00,2023-12-22 15:00:00,2048.88,2047.67,-1.43,-2.1,7.22,0,Signal Exit,263
Long,True,2.1999999999999997,2023-12-22 11:00:00,2023-12-22 15:00:00,2050.14,2047.67,-5.92,-6.73,7.22,0,Signal Exit,264
Long,True,1.9,2023-12-22 23:00:00,2023-12-23 03:00:00,2068.45,2057.31,-22.53,-32.95,9.21,24,Signal Exit,265
Long,False,1.0,2023-12-22 19:00:00,2023-12-23 03:00:00,2055.74,2057.31,0.85,-4.63,9.21,24,Signal Exit,266
Long,False,1.0,2023-12-26 11:00:00,2023-12-26 15:00:00,2064.75,2064.07,-0.9,-3.38,8.74,0,Signal Exit,267
Long,True,2.5,2023-12-27 07:00:00,2023-12-27 11:00:00,2068.32,2065.27,-8.18,-10.95,8.48,0,Signal Exit,268
Long,False,1.0,2023-12-27 03:00:00,2023-12-27 11:00:00,2058.34,2065.27,6.71,-0.02,8.48,0,Signal Exit,269
Long,False,1.0,2023-12-27 23:00:00,2023-12-28 07:00:00,2070.2,2078.02,7.1,-1.26,7.9,24,Signal Exit,270
Long,True,2.5,2023-12-28 03:00:00,2023-12-28 07:00:00,2078.45,2078.02,-1.62,-5.95,7.9,0,Signal Exit,271
Long,False,1.0,2023-12-28 11:00:00,2023-12-28 15:00:00,2087.97,2085.8,-2.39,-3.71,7.21,0,Signal Exit,272
Long,False,1.0,2023-12-28 23:00:00,2023-12-29 03:00:00,2078.9,2072.76,-6.86,-7.49,8.1,24,Signal Exit,273
Long,False,1.0,2023-12-29 11:00:00,2023-12-29 19:00:00,2068.6,2064.75,-4.07,-6.79,8.4,0,Signal Exit,274
Long,False,1.0,2024-01-02 11:00:00,2024-01-02 23:00:00,2067.88,2070.38,2.28,-5.72,9.11,0,Signal Exit,275
Long,False,1.0,2024-01-12 11:00:00,2024-01-13 03:00:00,2033.97,2047.38,12.69,-1.16,10.65,24,Signal Exit,276
Long,False,1.0,2024-01-15 07:00:00,2024-01-15 15:00:00,2047.24,2055.39,7.93,-1.42,10.41,0,Signal Exit,277
Long,False,1.0,2024-01-16 03:00:00,2024-01-16 11:00:00,2054.45,2050.53,-4.14,-4.73,8.22,0,Signal Exit,278
Short,False,1.0,2024-01-18 07:00:00,2024-01-19 11:00:00,2006.56,2024.0,-18.22,-18.91,8.2,24,Stop Loss Exit,279
Long,False,1.0,2024-01-22 11:00:00,2024-01-22 15:00:00,2029.75,2020.87,-9.1,-9.7,7.14,0,Signal Exit,280
Long,False,1.0,2024-01-23 15:00:00,2024-01-23 19:00:00,2035.21,2025.1,-10.33,-10.46,8.15,0,Signal Exit,281
Long,False,1.0,2024-01-24 03:00:00,2024-01-24 11:00:00,2025.29,2024.16,-1.35,-1.34,7.61,0,Signal Exit,282
Long,False,1.0,2024-01-24 15:00:00,2024-01-24 23:00:00,2025.98,2024.69,-1.51,-3.36,8.22,0,Signal Exit,283
Short,False,1.0,2024-01-25 07:00:00,2024-01-26 19:00:00,2014.73,2023.43,-9.07,-10.63,7.71,24,Signal Exit,284
Short,False,1.0,2024-01-26 23:00:00,2024-01-29 11:00:00,2019.96,2025.43,-6.14,-8.49,6.61,72,Signal Exit,285
Short,False,1.0,2024-01-29 19:00:00,2024-01-30 03:00:00,2027.5,2025.86,1.27,-10.05,8.22,24,Signal Exit,286
Long,False,1.0,2024-01-30 07:00:00,2024-01-30 11:00:00,2032.98,2032.07,-1.13,-3.7,7.27,0,Signal Exit,287
Long,False,1.0,2024-01-30 15:00:00,2024-01-31 03:00:00,2034.49,2032.79,-2.42,-5.46,9.09,24,Signal Exit,288
Long,False,1.0,2024-01-31 07:00:00,2024-01-31 11:00:00,2037.06,2033.64,-3.64,-4.24,8.96,0,Signal Exit,289
Long,True,1.7999999999999998,2024-01-31 19:00:00,2024-02-01 03:00:00,2036.93,2046.05,15.12,-1.6,9.86,24,Signal Exit,290
Long,False,1.0,2024-01-31 15:00:00,2024-02-01 03:00:00,2034.31,2046.05,11.02,-0.37,9.86,24,Signal Exit,291
Long,False,1.0,2024-02-01 11:00:00,2024-02-01 15:00:00,2047.08,2043.6,-3.7,-4.71,9.88,0,Signal Exit,292
Long,False,1.0,2024-02-01 23:00:00,2024-02-02 07:00:00,2046.03,2054.89,8.14,-6.29,12.12,24,Signal Exit,293
Long,False,1.0,2024-02-02 15:00:00,2024-02-02 19:00:00,2055.54,2054.63,-1.13,-2.86,10.9,0,Signal Exit,294
