type,is_pyramid,units,entry_date,exit_date,entry_price,exit_price,pnl_points,mae_points,atr_at_exit,holding_hours,exit_reason,trade_id
Long,True,2.5,2024-08-28 02:00:00,2024-08-28 10:00:00,2519.97,2517.17,-7.55,-8.4,10.01,0,Signal Exit,493
Long,False,1.0,2024-08-28 18:00:00,2024-08-28 22:00:00,2510.22,2506.59,-3.85,-16.79,11.47,0,Signal Exit,494
Long,False,1.0,2024-08-29 10:00:00,2024-08-29 22:00:00,2513.15,2516.72,3.35,-9.66,11.93,0,Signal Exit,495
Long,False,1.0,2024-08-30 02:00:00,2024-08-30 06:00:00,2525.93,2520.86,-5.29,-5.3,11.52,0,Signal Exit,496
Long,False,1.0,2024-08-30 18:00:00,2024-08-30 22:00:00,2524.21,2515.29,-9.14,-11.51,11.05,0,Signal Exit,497
Long,False,1.0,2024-09-05 14:00:00,2024-09-05 22:00:00,2501.88,2515.25,13.15,-1.13,12.05,0,Signal Exit,498
Long,True,1.4999999999999998,2024-09-06 06:00:00,2024-09-06 10:00:00,2516.58,2513.83,-4.46,-4.68,9.59,0,Signal Exit,499
Long,False,1.0,2024-09-06 02:00:00,2024-09-06 10:00:00,2515.09,2513.83,-1.48,-1.63,9.59,0,Signal Exit,500
Long,False,1.0,2024-09-06 14:00:00,2024-09-06 18:00:00,2520.03,2519.09,-1.16,-4.52,9.85,0,Signal Exit,501
Long,False,1.0,2024-09-09 22:00:00,2024-09-10 10:00:00,2499.74,2503.83,3.37,-6.45,11.25,24,Signal Exit,502
Long,False,1.0,2024-09-10 14:00:00,2024-09-11 22:00:00,2503.91,2509.58,4.95,-3.95,10.01,24,Signal Exit,503
Long,False,1.0,2024-09-12 02:00:00,2024-09-12 06:00:00,2514.58,2511.59,-3.21,-4.96,10.14,0,Signal Exit,504
Long,False,1.0,2024-09-12 10:00:00,2024-09-12 18:00:00,2513.2,2518.72,5.3,-2.31,9.78,0,Signal Exit,505
Long,True,1.2,2024-09-13 06:00:00,2024-09-16 06:00:00,2558.09,2578.64,22.6,-1.63,12.49,72,Signal Exit,506
Long,False,1.0,2024-09-12 22:00:00,2024-09-16 06:00:00,2544.93,2578.64,31.49,-3.04,12.49,96,Signal Exit,507
Long,False,1.0,2024-09-16 10:00:00,2024-09-16 18:00:00,2581.68,2585.54,3.64,-2.04,11.98,0,Signal Exit,508
Long,True,2.5,2024-09-16 14:00:00,2024-09-16 18:00:00,2588.71,2585.54,-8.48,-22.68,11.98,0,Signal Exit,509
Long,False,1.0,2024-09-16 22:00:00,2024-09-17 02:00:00,2588.21,2582.67,-6.26,-12.02,12.69,24,Signal Exit,510
Long,False,1.0,2024-09-17 10:00:00,2024-09-17 14:00:00,2582.53,2579.38,-3.37,-7.98,9.93,0,Signal Exit,511
Long,False,1.0,2024-09-17 22:00:00,2024-09-18 02:00:00,2573.81,2569.89,-4.64,-13.18,11.41,24,Signal Exit,512
Long,False,1.0,2024-09-18 10:00:00,2024-09-18 14:00:00,2572.37,2567.67,-4.92,-6.72,10.31,0,Signal Exit,513
Long,False,1.0,2024-09-18 18:00:00,2024-09-18 22:00:00,2572.0,2571.82,-0.4,-3.34,10.61,0,Signal Exit,514
Long,False,1.0,2024-09-19 14:00:00,2024-09-19 22:00:00,2574.51,2574.99,0.26,-4.74,16.05,0,Signal Exit,515
Long,False,1.0,2024-09-20 02:00:00,2024-09-20 06:00:00,2590.56,2586.34,-4.44,-4.65,15.84,0,Signal Exit,516
Long,True,2.0999999999999996,2024-09-20 14:00:00,2024-09-23 10:00:00,2594.53,2620.08,50.04,-0.59,16.62,72,Signal Exit,517
Long,False,1.0,2024-09-20 10:00:00,2024-09-23 10:00:00,2588.15,2620.08,30.21,-0.81,16.62,72,Signal Exit,518
Long,False,1.0,2024-09-23 14:00:00,2024-09-23 18:00:00,2629.95,2621.54,-8.63,-16.31,14.13,0,Signal Exit,519
Long,False,1.0,2024-09-23 22:00:00,2024-09-24 02:00:00,2631.96,2628.04,-4.64,-6.13,12.92,24,Signal Exit,520
Long,False,1.0,2024-09-24 06:00:00,2024-09-24 14:00:00,2627.14,2625.32,-2.04,-3.35,11.24,0,Signal Exit,521
Long,True,2.5,2024-09-24 10:00:00,2024-09-24 14:00:00,2629.05,2625.32,-9.88,-10.23,11.24,0,Signal Exit,522
Long,False,1.0,2024-09-24 18:00:00,2024-09-25 14:00:00,2630.92,2657.19,25.55,-7.57,11.47,24,Signal Exit,523
Long,True,2.5,2024-09-24 22:00:00,2024-09-25 14:00:00,2635.59,2657.19,52.2,-2.78,11.47,24,Signal Exit,524
Long,False,1.0,2024-09-25 22:00:00,2024-09-26 02:00:00,2664.33,2660.57,-4.48,-14.78,11.69,24,Signal Exit,525
Long,False,1.0,2024-09-26 10:00:00,2024-09-26 22:00:00,2660.87,2660.92,-0.17,-6.11,12.65,0,Signal Exit,526
Long,False,1.0,2024-09-27 02:00:00,2024-09-27 10:00:00,2670.95,2669.52,-1.65,-4.79,11.6,0,Signal Exit,527
Long,True,2.5,2024-09-27 06:00:00,2024-09-27 10:00:00,2671.83,2669.52,-6.32,-14.18,11.6,0,Signal Exit,528
Long,False,1.0,2024-09-27 22:00:00,2024-09-28 02:00:00,2665.69,2645.28,-21.77,-22.72,12.73,24,Stop Loss Exit,529
Long,False,1.0,2024-09-30 06:00:00,2024-09-30 10:00:00,2658.32,2652.64,-5.9,-10.81,13.05,0,Signal Exit,530
Long,False,1.0,2024-09-30 14:00:00,2024-09-30 18:00:00,2657.84,2649.74,-8.32,-9.52,13.75,0,Signal Exit,531
Long,False,1.0,2024-10-01 22:00:00,2024-10-02 02:00:00,2667.53,2662.5,-5.75,-13.65,14.84,24,Signal Exit,532
Long,False,1.0,2024-10-02 06:00:00,2024-10-02 10:00:00,2662.0,2660.48,-1.74,-5.75,13.28,0,Signal Exit,533
Long,False,1.0,2024-10-02 22:00:00,2024-10-03 02:00:00,2659.7,2652.21,-8.21,-18.79,13.93,24,Signal Exit,534
Long,False,1.0,2024-10-03 06:00:00,2024-10-03 10:00:00,2658.41,2658.21,-0.42,-3.43,12.78,0,Signal Exit,535
Long,False,1.0,2024-10-04 02:00:00,2024-10-04 06:00:00,2656.78,2656.96,-0.04,-1.33,12.86,0,Signal Exit,536
Long,False,1.0,2024-10-04 10:00:00,2024-10-04 18:00:00,2658.44,2657.5,-1.16,-1.62,12.29,0,Signal Exit,537
Long,False,1.0,2024-10-07 06:00:00,2024-10-07 10:00:00,2650.82,2646.22,-4.82,-7.02,13.25,0,Signal Exit,538
Long,False,1.0,2024-10-07 18:00:00,2024-10-07 22:00:00,2656.53,2642.69,-14.06,-18.73,15.01,0,Signal Exit,539
Long,False,1.0,2024-10-11 10:00:00,2024-10-11 18:00:00,2637.74,2637.81,-0.15,-2.45,11.2,0,Signal Exit,540
Long,False,1.0,2024-10-11 22:00:00,2024-10-14 06:00:00,2649.79,2652.37,0.86,-3.39,11.25,72,Signal Exit,541
Long,False,1.0,2024-10-14 14:00:00,2024-10-14 18:00:00,2658.85,2658.38,-0.69,-2.09,12.38,0,Signal Exit,542
Long,False,1.0,2024-10-15 18:00:00,2024-10-15 22:00:00,2653.59,2648.73,-5.08,-7.89,11.88,0,Signal Exit,543
Long,False,1.0,2024-10-16 02:00:00,2024-10-16 06:00:00,2663.72,2662.08,-1.86,-4.27,11.95,0,Signal Exit,544
Long,False,1.0,2024-10-16 10:00:00,2024-10-16 22:00:00,2668.02,2675.26,7.02,-2.79,11.37,0,Signal Exit,545
Long,False,1.0,2024-10-17 02:00:00,2024-10-17 06:00:00,2675.26,2674.0,-1.48,-2.48,11.06,0,Signal Exit,546
Long,False,1.0,2024-10-17 10:00:00,2024-10-17 18:00:00,2682.99,2679.46,-3.75,-8.35,11.37,0,Signal Exit,547
Long,False,1.0,2024-10-17 22:00:00,2024-10-18 18:00:00,2688.8,2711.17,21.65,-5.14,10.81,24,Signal Exit,548
Long,False,1.0,2024-10-18 22:00:00,2024-10-21 14:00:00,2713.71,2724.87,9.44,-1.56,10.27,72,Signal Exit,549
Long,True,1.4999999999999998,2024-10-21 06:00:00,2024-10-21 14:00:00,2720.62,2724.87,6.04,-1.11,10.27,0,Signal Exit,550
Long,False,1.0,2024-10-21 18:00:00,2024-10-22 02:00:00,2734.46,2722.86,-12.32,-17.64,11.7,24,Signal Exit,551
Long,True,1.4000000000000001,2024-10-21 22:00:00,2024-10-22 02:00:00,2739.15,2722.86,-23.81,-31.26,11.7,24,Signal Exit,552
Long,True,2.5,2024-10-23 06:00:00,2024-10-23 10:00:00,2747.67,2738.64,-23.13,-24.45,11.0,0,Signal Exit,553
Long,False,1.0,2024-10-22 10:00:00,2024-10-23 10:00:00,2728.08,2738.64,9.84,-0.27,11.0,24,Signal Exit,554
Long,False,1.0,2024-10-23 14:00:00,2024-10-23 18:00:00,2751.7,2750.64,-1.28,-3.61,11.65,0,Signal Exit,555
Long,False,1.0,2024-10-24 10:00:00,2024-10-24 22:00:00,2723.82,2733.62,9.58,-3.77,12.96,0,Signal Exit,556
Long,False,1.0,2024-10-25 02:00:00,2024-10-25 10:00:00,2735.52,2729.99,-5.75,-5.78,12.19,0,Signal Exit,557
Long,True,1.2,2024-10-25 06:00:00,2024-10-25 10:00:00,2735.48,2729.99,-6.85,-6.89,12.19,0,Signal Exit,558
Long,False,1.0,2024-10-26 02:00:00,2024-10-28 10:00:00,2744.42,2732.43,-13.21,-19.72,11.5,48,Signal Exit,559
Long,True,1.3,2024-10-28 06:00:00,2024-10-28 10:00:00,2732.1,2732.43,0.14,-9.62,11.5,0,Signal Exit,560
Long,False,1.0,2024-10-28 14:00:00,2024-10-28 18:00:00,2738.36,2729.26,-9.32,-9.98,12.06,0,Signal Exit,561
Long,False,1.0,2024-10-28 22:00:00,2024-10-29 06:00:00,2740.74,2741.48,0.02,-1.73,11.46,24,Signal Exit,562
Long,True,1.3,2024-10-29 02:00:00,2024-10-29 06:00:00,2743.41,2741.48,-2.79,-4.17,11.46,0,Signal Exit,563
Long,False,1.0,2024-10-29 10:00:00,2024-10-29 14:00:00,2752.03,2749.97,-2.28,-3.4,11.64,0,Signal Exit,564
Long,False,1.0,2024-10-29 18:00:00,2024-10-30 22:00:00,2752.36,2777.55,24.47,-6.1,11.09,24,Signal Exit,565
Long,True,2.5,2024-10-30 06:00:00,2024-10-30 22:00:00,2773.41,2777.55,9.8,-6.85,11.09,0,Signal Exit,566
Long,False,1.0,2024-10-31 02:00:00,2024-10-31 06:00:00,2788.63,2786.9,-1.95,-4.25,10.5,0,Signal Exit,567
Long,False,1.0,2024-10-31 14:00:00,2024-10-31 18:00:00,2785.08,2778.14,-7.16,-8.11,10.5,0,Signal Exit,568
Short,False,1.0,2024-11-12 07:00:00,2024-11-18 11:00:00,2620.14,2590.94,27.24,-6.77,16.85,144,Stop Loss Exit,569
Short,False,1.0,2024-11-18 15:00:00,2024-11-18 19:00:00,2586.02,2594.1,-8.3,-11.28,16.39,0,Signal Exit,570
Short,False,1.0,2024-11-19 23:00:00,2024-11-20 03:00:00,2623.23,2630.28,-7.42,-9.91,14.61,24,Signal Exit,571
Short,False,1.0,2024-11-20 15:00:00,2024-11-20 23:00:00,2629.39,2643.1,-13.93,-16.94,13.0,0,Signal Exit,572
Short,False,1.0,2024-11-21 23:00:00,2024-11-22 03:00:00,2664.99,2672.48,-7.86,-8.15,12.53,24,Signal Exit,573
Long,False,1.0,2024-11-22 11:00:00,2024-11-22 23:00:00,2686.0,2694.61,8.39,-4.54,14.11,0,Signal Exit,574
Long,False,1.0,2024-11-23 03:00:00,2024-11-25 11:00:00,2711.01,2695.29,-16.94,-18.62,14.47,48,Signal Exit,575
Long,False,1.0,2024-11-25 19:00:00,2024-11-25 23:00:00,2677.72,2641.36,-36.58,-44.39,20.16,0,Signal Exit,576
Short,False,1.0,2024-11-26 07:00:00,2024-11-29 11:00:00,2626.21,2657.39,-31.85,-36.39,12.55,72,Signal Exit,577
Short,False,1.0,2024-11-29 19:00:00,2024-12-02 23:00:00,2662.68,2645.7,16.31,-2.31,12.89,72,Signal Exit,578
Short,False,1.0,2024-12-03 03:00:00,2024-12-03 15:00:00,2637.14,2647.04,-10.12,-12.98,14.07,0,Signal Exit,579
Short,False,1.0,2024-12-03 19:00:00,2024-12-03 23:00:00,2642.74,2646.96,-4.44,-12.9,13.12,0,Signal Exit,580
Short,False,1.0,2024-12-04 03:00:00,2024-12-04 11:00:00,2645.91,2645.9,-0.21,-2.19,12.71,0,Signal Exit,581
Short,False,1.0,2024-12-04 19:00:00,2024-12-04 23:00:00,2644.33,2649.22,-5.11,-9.13,12.73,0,Signal Exit,582
Short,False,1.0,2024-12-05 03:00:00,2024-12-05 07:00:00,2648.9,2649.02,-0.34,-6.61,12.06,0,Signal Exit,583
Short,False,1.0,2024-12-05 11:00:00,2024-12-05 15:00:00,2646.5,2646.86,-0.58,-9.05,11.55,0,Signal Exit,584
Short,False,1.0,2024-12-05 23:00:00,2024-12-09 11:00:00,2640.21,2646.07,-7.34,-10.11,13.19,96,Stop Loss Exit,585
Short,True,1.3,2024-12-09 07:00:00,2024-12-09 11:00:00,2646.71,2646.07,-0.31,-4.69,13.19,0,Stop Loss Exit,586
Short,False,1.0,2024-12-09 15:00:00,2024-12-09 19:00:00,2643.72,2657.6,-14.1,-14.65,14.05,0,Signal Exit,587
Short,False,1.0,2024-12-10 03:00:00,2024-12-10 11:00:00,2662.89,2669.08,-6.41,-8.62,14.21,0,Signal Exit,588
Long,False,1.0,2024-12-11 07:00:00,2024-12-11 15:00:00,2693.45,2696.53,2.86,-18.13,14.71,0,Signal Exit,589
Long,False,1.0,2024-12-11 23:00:00,2024-12-12 11:00:00,2706.2,2706.04,-0.88,-9.93,14.38,24,Signal Exit,590
Long,False,1.0,2024-12-12 15:00:00,2024-12-12 19:00:00,2718.45,2711.5,-7.17,-8.67,14.64,0,Signal Exit,591
Long,False,1.0,2024-12-13 11:00:00,2024-12-13 19:00:00,2686.68,2666.69,-20.21,-21.48,16.67,0,Signal Exit,592
Short,False,1.0,2024-12-16 07:00:00,2024-12-23 15:00:00,2650.0,2631.71,17.02,-14.43,15.42,168,Signal Exit,593
Short,True,1.0,2024-12-16 11:00:00,2024-12-23 15:00:00,2652.01,2631.71,19.03,-12.42,15.42,168,Signal Exit,594
Short,False,1.0,2024-12-23 19:00:00,2024-12-26 11:00:00,2619.37,2627.55,-8.85,-8.55,10.24,72,Signal Exit,595
Short,True,2.5,2024-12-24 07:00:00,2024-12-26 11:00:00,2611.64,2627.55,-41.08,-40.7,10.24,48,Signal Exit,596
Short,False,1.0,2024-12-26 15:00:00,2024-12-26 19:00:00,2626.0,2628.76,-2.98,-3.39,9.17,0,Signal Exit,597
Short,False,1.0,2024-12-27 07:00:00,2024-12-27 15:00:00,2632.68,2634.59,-2.13,-4.35,7.38,0,Signal Exit,598
Short,False,1.0,2024-12-27 19:00:00,2024-12-30 07:00:00,2626.63,2619.8,6.16,-5.01,9.07,72,Signal Exit,599
Short,False,1.0,2024-12-30 15:00:00,2025-01-01 03:00:00,2619.13,2624.99,-6.38,-8.47,11.08,48,Signal Exit,600
Short,True,1.4999999999999998,2024-12-31 07:00:00,2025-01-01 03:00:00,2606.02,2624.99,-29.01,-32.37,11.08,24,Signal Exit,601
Short,False,1.0,2025-01-02 07:00:00,2025-01-02 11:00:00,2624.91,2634.86,-10.17,-11.63,10.52,0,Signal Exit,602
Short,False,1.0,2025-01-02 15:00:00,2025-01-02 19:00:00,2634.26,2642.68,-8.64,-11.95,10.84,0,Signal Exit,603
Short,False,1.0,2025-01-03 15:00:00,2025-01-06 11:00:00,2659.55,2644.41,14.47,0.0,10.35,72,Signal Exit,604
Short,False,1.0,2025-01-06 15:00:00,2025-01-06 19:00:00,2631.53,2633.69,-2.38,-4.25,10.81,0,Signal Exit,605
Short,False,1.0,2025-01-06 23:00:00,2025-01-07 03:00:00,2631.54,2634.66,-3.49,-9.66,12.69,24,Signal Exit,606
Short,False,1.0,2025-01-08 03:00:00,2025-01-08 11:00:00,2649.06,2648.72,0.12,-2.54,11.87,0,Signal Exit,607
Short,False,1.0,2025-01-09 03:00:00,2025-01-09 07:00:00,2653.49,2661.56,-8.29,-10.65,11.25,0,Signal Exit,608
Long,False,1.0,2025-01-09 07:00:00,2025-01-09 11:00:00,2661.56,2658.93,-2.85,-5.2,10.89,0,Signal Exit,609
Long,False,1.0,2025-01-09 15:00:00,2025-01-10 03:00:00,2666.63,2671.49,4.14,-6.27,12.05,24,Signal Exit,610
Long,False,1.0,2025-01-10 11:00:00,2025-01-11 03:00:00,2673.48,2687.33,13.13,-9.6,12.63,24,Signal Exit,611
Long,False,1.0,2025-01-13 07:00:00,2025-01-13 11:00:00,2688.79,2688.58,-0.43,-9.54,11.26,0,Signal Exit,612
Long,False,1.0,2025-01-13 15:00:00,2025-01-13 19:00:00,2689.75,2679.31,-10.66,-12.46,11.42,0,Signal Exit,613
Long,False,1.0,2025-01-14 11:00:00,2025-01-14 15:00:00,2670.46,2669.1,-1.58,-3.15,12.03,0,Signal Exit,614
Long,False,1.0,2025-01-15 03:00:00,2025-01-15 11:00:00,2672.3,2673.45,0.93,-3.04,10.7,0,Signal Exit,615
Long,False,1.0,2025-01-15 15:00:00,2025-01-15 23:00:00,2681.14,2682.09,0.73,-3.08,11.2,0,Signal Exit,616
Long,False,1.0,2025-01-16 03:00:00,2025-01-16 15:00:00,2694.03,2693.98,-0.27,-4.23,10.37,0,Signal Exit,617
Long,False,1.0,2025-01-16 19:00:00,2025-01-17 03:00:00,2707.78,2715.3,6.8,-7.55,11.75,24,Signal Exit,618
Long,False,1.0,2025-01-17 11:00:00,2025-01-17 15:00:00,2715.79,2712.65,-3.36,-5.34,10.98,0,Signal Exit,619
Long,False,1.0,2025-01-17 23:00:00,2025-01-18 03:00:00,2711.52,2705.63,-6.61,-6.21,11.33,24,Signal Exit,620
Long,False,1.0,2025-01-20 15:00:00,2025-01-20 19:00:00,2711.67,2708.36,-3.53,-8.96,11.12,0,Signal Exit,621
Long,False,1.0,2025-01-20 23:00:00,2025-01-21 07:00:00,2710.46,2706.81,-4.37,-7.44,9.79,24,Signal Exit,622
Long,False,1.0,2025-01-21 11:00:00,2025-01-21 15:00:00,2724.69,2724.19,-0.72,-3.49,10.78,0,Signal Exit,623
Long,False,1.0,2025-01-21 23:00:00,2025-01-22 15:00:00,2738.12,2747.02,8.18,-3.54,12.15,24,Signal Exit,624
Long,True,2.5,2025-01-22 07:00:00,2025-01-22 15:00:00,2744.8,2747.02,5.0,-7.28,12.15,0,Signal Exit,625
Long,False,1.0,2025-01-22 19:00:00,2025-01-22 23:00:00,2760.03,2753.95,-6.3,-9.57,11.98,0,Signal Exit,626
Long,False,1.0,2025-01-23 03:00:00,2025-01-23 07:00:00,2757.87,2755.7,-2.39,-3.23,11.49,0,Signal Exit,627
Long,False,1.0,2025-01-23 15:00:00,2025-01-23 19:00:00,2753.22,2751.33,-2.11,-12.29,10.75,0,Signal Exit,628
Long,False,1.0,2025-01-24 03:00:00,2025-01-24 07:00:00,2755.85,2754.8,-1.27,-4.42,10.52,0,Signal Exit,629
Long,False,1.0,2025-01-24 11:00:00,2025-01-24 15:00:00,2774.15,2773.91,-0.46,-3.56,11.41,0,Signal Exit,630
Long,False,1.0,2025-01-24 19:00:00,2025-01-25 03:00:00,2775.76,2773.42,-3.06,-5.75,11.17,24,Signal Exit,631
Long,True,2.5,2025-01-24 23:00:00,2025-01-25 03:00:00,2778.43,2773.42,-14.32,-21.05,11.17,24,Signal Exit,632
Long,False,1.0,2025-01-27 19:00:00,2025-01-27 23:00:00,2768.06,2751.33,-16.95,-23.23,14.77,0,Signal Exit,633
Long,True,2.4,2025-01-29 07:00:00,2025-01-29 15:00:00,2762.93,2759.26,-9.34,-9.14,12.5,0,Signal Exit,634
Long,False,1.0,2025-01-29 03:00:00,2025-01-29 15:00:00,2762.06,2759.26,-3.02,-2.94,12.5,0,Signal Exit,635
Long,False,1.0,2025-01-29 23:00:00,2025-01-30 03:00:00,2759.29,2750.3,-9.71,-11.09,10.73,24,Signal Exit,636
Long,False,1.0,2025-01-30 07:00:00,2025-01-31 07:00:00,2759.22,2794.98,35.04,-1.31,9.36,24,Signal Exit,637
Long,False,1.0,2025-01-31 11:00:00,2025-01-31 15:00:00,2795.96,2792.84,-3.34,-3.85,9.21,0,Signal Exit,638
Long,True,2.5,2025-01-31 23:00:00,2025-02-01 03:00:00,2812.25,2798.94,-35.07,-41.92,11.6,24,Signal Exit,639
Long,False,1.0,2025-01-31 19:00:00,2025-02-01 03:00:00,2794.2,2798.94,4.02,-1.84,11.6,24,Signal Exit,640
Long,False,1.0,2025-02-03 07:00:00,2025-02-03 11:00:00,2802.07,2778.08,-24.89,-28.58,13.63,0,Stop Loss Exit,641
Long,False,1.0,2025-02-03 15:00:00,2025-02-04 03:00:00,2787.04,2820.74,32.98,-1.74,16.48,24,Signal Exit,642
Long,False,1.0,2025-02-04 11:00:00,2025-02-04 15:00:00,2821.27,2813.32,-8.17,-10.49,16.7,0,Signal Exit,643
Long,False,1.0,2025-02-04 19:00:00,2025-02-05 07:00:00,2814.73,2840.9,25.45,-1.65,17.8,24,Signal Exit,644
Long,True,1.7,2025-02-04 23:00:00,2025-02-05 07:00:00,2838.52,2840.9,2.82,-9.89,17.8,24,Signal Exit,645
Long,False,1.0,2025-02-05 11:00:00,2025-02-06 03:00:00,2851.11,2865.67,13.84,-1.48,16.34,24,Signal Exit,646
Long,True,1.7999999999999998,2025-02-05 15:00:00,2025-02-06 03:00:00,2859.29,2865.67,10.19,-7.94,16.34,24,Signal Exit,647
Long,False,1.0,2025-02-06 07:00:00,2025-02-06 15:00:00,2867.46,2859.27,-8.41,-9.24,14.32,0,Signal Exit,648
Long,True,2.1999999999999997,2025-02-06 11:00:00,2025-02-06 15:00:00,2870.48,2859.27,-25.15,-26.97,14.32,0,Signal Exit,649
Long,False,1.0,2025-02-07 03:00:00,2025-02-07 15:00:00,2852.66,2860.71,7.83,-2.34,14.96,0,Signal Exit,650
Long,False,1.0,2025-02-07 19:00:00,2025-02-08 03:00:00,2867.48,2861.35,-6.85,-15.31,16.51,24,Signal Exit,651
Long,False,1.0,2025-02-10 07:00:00,2025-02-11 03:00:00,2855.81,2905.16,48.63,-0.11,17.7,24,Signal Exit,652
Long,False,1.0,2025-02-11 07:00:00,2025-02-11 15:00:00,2907.56,2917.91,10.13,-2.22,18.01,0,Signal Exit,653
Long,True,1.7999999999999998,2025-02-11 11:00:00,2025-02-11 15:00:00,2918.82,2917.91,-2.03,-13.54,18.01,0,Signal Exit,654
Long,False,1.0,2025-02-12 03:00:00,2025-02-12 07:00:00,2905.93,2897.08,-9.07,-11.91,18.77,0,Signal Exit,655
Long,False,1.0,2025-02-12 15:00:00,2025-02-12 19:00:00,2892.51,2882.74,-9.99,-13.52,17.75,0,Signal Exit,656
Long,False,1.0,2025-02-12 23:00:00,2025-02-13 23:00:00,2894.61,2915.14,19.81,-7.83,16.83,24,Signal Exit,657
Long,True,1.5999999999999999,2025-02-13 03:00:00,2025-02-13 23:00:00,2901.02,2915.14,22.24,-12.13,16.83,0,Signal Exit,658
Long,False,1.0,2025-02-14 03:00:00,2025-02-14 11:00:00,2924.18,2927.45,3.05,-0.33,14.4,0,Signal Exit,659
Long,True,2.0999999999999996,2025-02-14 07:00:00,2025-02-14 11:00:00,2928.13,2927.45,-1.89,-4.83,14.4,0,Signal Exit,660
Long,False,1.0,2025-02-14 15:00:00,2025-02-14 23:00:00,2934.26,2920.95,-13.53,-20.15,14.81,0,Signal Exit,661
Long,True,2.3,2025-02-14 19:00:00,2025-02-14 23:00:00,2935.88,2920.95,-34.85,-50.07,14.81,0,Signal Exit,662
Long,False,1.0,2025-02-18 15:00:00,2025-02-18 19:00:00,2913.61,2911.21,-2.62,-6.56,14.16,0,Signal Exit,663
Long,False,1.0,2025-02-18 23:00:00,2025-02-19 11:00:00,2927.94,2929.24,0.58,-4.42,11.58,24,Signal Exit,664
Long,True,2.0999999999999996,2025-02-19 03:00:00,2025-02-19 11:00:00,2933.26,2929.24,-8.9,-19.49,11.58,0,Signal Exit,665
Long,False,1.0,2025-02-19 15:00:00,2025-02-19 23:00:00,2931.4,2938.06,6.44,-1.55,11.3,0,Signal Exit,666
Long,True,2.5,2025-02-19 19:00:00,2025-02-19 23:00:00,2944.88,2938.06,-17.6,-37.58,11.3,0,Signal Exit,667
Long,False,1.0,2025-02-20 07:00:00,2025-02-20 23:00:00,2933.25,2935.07,1.6,-9.23,13.81,0,Signal Exit,668
Long,False,1.0,2025-02-21 03:00:00,2025-02-21 07:00:00,2941.74,2938.17,-3.79,-8.15,13.54,0,Signal Exit,669
Long,False,1.0,2025-02-21 11:00:00,2025-02-21 15:00:00,2939.06,2929.73,-9.55,-14.82,15.24,0,Signal Exit,670
Long,False,1.0,2025-02-21 19:00:00,2025-02-24 07:00:00,2930.49,2934.27,2.06,-8.85,15.28,72,Signal Exit,671
Long,True,2.0,2025-02-21 23:00:00,2025-02-24 07:00:00,2933.53,2934.27,-1.96,-23.78,15.28,72,Signal Exit,672
Long,False,1.0,2025-02-24 11:00:00,2025-02-24 15:00:00,2940.61,2938.66,-2.17,-5.42,14.9,0,Signal Exit,673
Long,False,1.0,2025-02-24 23:00:00,2025-02-25 11:00:00,2938.38,2948.49,9.39,-7.74,14.61,24,Signal Exit,674
Long,True,1.0,2025-02-25 07:00:00,2025-02-25 11:00:00,2952.94,2948.49,-4.67,-7.85,14.61,0,Signal Exit,675
Long,False,1.0,2025-03-04 07:00:00,2025-03-04 11:00:00,2891.94,2885.51,-6.65,-10.07,16.95,0,Signal Exit,676
Long,False,1.0,2025-03-04 19:00:00,2025-03-04 23:00:00,2914.66,2903.1,-11.78,-11.21,18.21,0,Signal Exit,677
Long,False,1.0,2025-03-05 03:00:00,2025-03-05 11:00:00,2911.3,2904.35,-7.17,-9.55,16.4,0,Signal Exit,678
Long,True,0.8999999999999999,2025-03-05 07:00:00,2025-03-05 11:00:00,2917.82,2904.35,-12.32,-14.46,16.4,0,Signal Exit,679
Long,False,1.0,2025-03-05 15:00:00,2025-03-05 19:00:00,2916.97,2912.98,-4.21,-8.13,16.33,0,Signal Exit,680
Long,False,1.0,2025-03-06 03:00:00,2025-03-06 15:00:00,2917.5,2920.55,2.83,-3.17,16.41,0,Signal Exit,681
Long,True,0.8999999999999999,2025-03-06 07:00:00,2025-03-06 15:00:00,2918.78,2920.55,1.39,-4.01,16.41,0,Signal Exit,682
Long,False,1.0,2025-03-06 23:00:00,2025-03-07 07:00:00,2915.2,2911.6,-4.32,-6.84,15.85,24,Signal Exit,683
Long,True,0.8999999999999999,2025-03-07 03:00:00,2025-03-07 07:00:00,2916.27,2911.6,-4.4,-7.12,15.85,0,Signal Exit,684
Long,False,1.0,2025-03-07 15:00:00,2025-03-08 03:00:00,2913.57,2906.55,-7.74,-11.45,17.16,24,Signal Exit,685
Long,False,1.0,2025-03-10 06:00:00,2025-03-10 10:00:00,2911.56,2912.13,0.35,-1.74,14.98,0,Signal Exit,686
Long,False,1.0,2025-03-10 18:00:00,2025-03-10 22:00:00,2911.31,2903.62,-7.91,-16.04,15.95,0,Signal Exit,687
Long,False,1.0,2025-03-11 18:00:00,2025-03-12 02:00:00,2911.72,2917.7,5.26,-5.05,15.39,24,Signal Exit,688
Long,False,1.0,2025-03-12 14:00:00,2025-03-12 18:00:00,2916.08,2914.57,-1.73,-7.24,13.26,0,Signal Exit,689
Long,False,1.0,2025-03-12 22:00:00,2025-03-13 06:00:00,2915.63,2933.5,17.15,-1.42,13.8,24,Signal Exit,690
